0.	5
0.02	5.005795215701875
0.04	5.023134681747425
0.06	5.051886068642805
0.08	5.0918345767587825
0.1	5.142685829812761
0.12	5.2040697726140035
0.14	5.275545488371366
0.16	5.356606832972576
0.18	5.446688769003447
0.2	5.54517427124361
0.22	5.651401668158378
0.24	5.764672280555731
0.26	5.884258218994923
0.28	6.009410205486522
0.3	6.139365292163699
0.32	6.273354359490883
0.34	6.410609288702213
0.36	6.550369716984131
0.38	6.691889298877831
0.4	6.8344414129343445
0.42	6.977324268298121
0.44	7.119865381164406
0.46	7.261425405555878
0.48	7.401401316270012
0.5	7.539228953910913
0.52	7.6743849524634395
0.54	7.806388078789805
0.56	7.934800020691949
0.58	8.059225665806123
0.6	8.179312917646897
0.62	8.294752097702442
0.64	8.405274983735849
0.66	8.510653534522653
0.68	8.610698350317586
0.7	8.705256916562211
0.72	8.794211675885723
0.74	8.877477970471057
0.76	8.955001893505408
0.78	9.026758084839416
0.8	9.092747502260531
0.82	9.152995196043005
0.84	9.207548110753606
0.86	9.256472934736184
0.88	9.299854014322547
0.9	9.337791346660914
0.92	9.370398662143371
0.94	9.397801604766753
0.96	9.420136016384749
0.98	9.437546328702032
1.	9.450184065019029
1.02	9.458206452146072
1.04	9.461775141555707
1.06	9.461055037713507
1.08	9.456213230604073
1.1	9.44741802872964
1.12	9.434838088285792
1.14	9.418641633792435
1.16	9.398995765160574
1.18	9.37606584598911
1.2	9.350014967794799
1.22	9.321003484867498
1.24	9.28918861449863
1.26	9.254724097441025
1.28	9.217759913611857
1.3	9.178442048238134
1.32	9.136912303857223
1.34	9.093308153816212
1.36	9.047762633157259
1.38	9.000404263026097
1.4	8.951357004993346
1.42	8.90074024192945
1.44	8.848668782320907
1.46	8.795252885155971
1.48	8.740598302740047
1.5	8.684806339023195
1.52	8.627973921234044
1.54	8.570193682814441
1.56	8.511554055837795
1.58	8.452139371270876
1.6	8.39202996560338
1.62	8.331302292522873
1.64	8.270029038454453
1.66	8.208279240915006
1.68	8.146118408752464
1.7	8.083608643450216
1.72	8.020808760777747
1.74	7.95777441216002
1.76	7.894558205221435
1.78	7.8312098230356035
1.8	7.76777614168013
1.82	7.704301345757015
1.84	7.640827041594204
1.86	7.577392367893218
1.88	7.514034103631577
1.9	7.450786773068062
1.92	7.38768274773337
1.94	7.324752345319482
1.96	7.262023925408001
1.98	7.199523982001354
2.	7.13727723284145
2.02	7.075306705518193
2.04	7.013633820385915
2.06	6.952278470318835
2.08	6.89125909734815
2.1	6.83059276623276
2.12	6.770295235023747
2.14	6.710381022689086
2.16	6.6508634738706185
2.18	6.59175482084936
2.2	6.533066242798604
2.22	6.474807922406604
2.24	6.416989099952272
2.26	6.359618124918477
2.28	6.302702505227728
2.3	6.246248954185195
2.32	6.19026343521347
2.34	6.13475120446261
2.36	6.0797168513778805
2.38	6.02516433730635
2.4	5.971097032221674
2.42	5.917517749644802
2.44	5.864428779836361
2.46	5.811831921334406
2.48	5.7597285109092216
2.5	5.7081194520045235
2.52	5.657005241732331
2.54	5.606385996486525
2.56	5.5562614762376965
2.58	5.506631107569898
2.6	5.457494005517439
2.62	5.408848994257787
2.64	5.360694626714441
2.66	5.313029203121416
2.68	5.265850788599066
2.7	5.219157229788649
2.72	5.172946170591337
2.74	5.12721506705518
2.76	5.081961201451837
2.78	5.037181695582892
2.8	4.992873523354004
2.82	4.949033522653154
2.84	4.905658406567946
2.86	4.862744773974995
2.88	4.820289119533151
2.9	4.778287843110716
2.92	4.736737258675413
2.94	4.6956336026745324
2.96	4.654973041931393
2.98	4.614751681082938
3.	4.57496556958217
3.02	4.535610708287971
3.04	4.496683055663682
3.06	4.458178533604891
3.08	4.420093032915801
3.1	4.382422418452614
3.12	4.345162533951434
3.14	4.308309206557408
3.16	4.271858251070864
3.18	4.235805473925543
3.2	4.200146676913153
3.22	4.164877660667883
3.24	4.129994227923669
3.26	4.095492186556568
3.28	4.061367352423711
3.3	4.027615552009992
3.32	3.9942326248928492
3.34	3.9612144260351405
3.36	3.9285568279154996
3.38	3.896255722505126
3.4	3.864307023099455
3.42	3.8327066660127893
3.44	3.801450612143525
3.46	3.7705348484171624
3.48	3.7399553891139736
3.5	3.7097082770878784
3.52	3.679789584882629
3.54	3.650195415751176
3.56	3.6209219045837715
3.58	3.591965218750023
3.6	3.5633215588599128
3.62	3.5349871594484403
3.64	3.5069582895884506
3.66	3.4792312534357484
3.68	3.451802390710649
3.7	3.4246680771196227
3.72	3.397824724720756
3.74	3.371268782236326
3.76	3.3449967353157937
3.78	3.3190051067522215
3.8	3.293290456655017
3.82	3.267849382581722
3.84	3.2426785196314842
3.86	3.217774540502592
3.88	3.1931341555164403
3.9	3.168754112610093
3.92	3.144631197299524
3.94	3.120762232615494
3.96	3.097144079013937
3.98	3.073773634262549
4.	3.050647833305322
4.02	3.0277636481065118
4.04	3.005118087475564
4.06	2.982708196874369
4.08	2.9605310582082067
4.1	2.9385837896015494
4.12	2.9168635451599974
4.14	2.8953675147193714
4.16	2.8740929235830763
4.18	2.8530370322486647
4.2	2.8321971361245786
4.22	2.8115705652379424
4.24	2.7911546839342067
4.26	2.7709468905694274
4.28	2.7509446171959855
4.3	2.7311453292423162
4.32	2.7115465251874107
4.34	2.692145736230641
4.36	2.672940525957511
4.38	2.6539284900018543
4.4	2.635107255705019
4.42	2.616474481772473
4.44	2.598027857928335
4.46	2.5797651045681955
4.48	2.5616839724106613
4.5	2.5437822421479748
4.52	2.5260577240960753
4.54	2.508508257844378
4.56	2.491131711905636
4.58	2.4739259833661293
